rental_id,customer_id,movie_id,date_rented,date_watched,date_expires,rental_amount,credit_card_number,credit_card_type,customer_rating
893,939,1081,2024-01-04,2024-01-06,2024-01-07,7.26,4176073656051985,VS,1
894,649,712,2024-02-20,2024-02-22,2024-02-23,3.90,4914107088354807,VS,4
895,826,213,2025-04-03,2025-04-06,2025-04-07,10.32,4762667274858598,VS,2
896,786,639,2024-06-14,2024-06-20,2024-06-21,9.10,5233355233011178,MC,4
897,35,177,2024-06-09,2024-06-14,2024-06-15,4.92,5185062874828480,MC,5
898,473,502,2024-12-09,2024-12-15,2024-12-16,3.65,4338793448159445,VS,4
899,187,770,2024-01-05,2024-01-10,2024-01-11,9.59,4687550728304700,VS,1
900,1114,950,2025-03-09,2025-03-10,2025-03-11,4.47,4623880450192988,VS,5
901,1155,601,2024-09-11,2024-09-13,2024-09-14,4.74,5321077582308324,MC,3
902,601,945,2024-03-22,2024-03-25,2024-03-26,4.87,5243451059900369,MC,5
903,694,1156,2025-05-05,2025-05-10,2025-05-11,9.73,345351892062820,AX,1
904,363,295,2024-10-11,2024-10-13,2024-10-14,5.73,4962239709471101,VS,3
905,173,755,2024-08-10,2024-08-11,2024-08-12,3.00,346944149259137,AX,1
906,259,133,2024-06-02,2024-06-06,2024-06-07,4.30,377373363409108,AX,5
907,793,475,2025-01-03,2025-01-09,2025-01-10,5.74,4107750909501884,VS,3
908,806,724,2024-06-18,2024-06-21,2024-06-22,5.32,5561545421263990,MC,5
909,333,915,2025-03-10,2025-03-12,2025-03-13,8.58,5545121051836305,MC,2
910,1067,896,2024-08-05,2024-08-07,2024-08-08,4.31,4375867031015239,VS,3
911,982,317,2024-08-23,2024-08-25,2024-08-26,5.18,5313548719919417,MC,4
912,234,74,2024-02-11,2024-02-14,2024-02-15,10.90,376280033758173,AX,4
913,506,717,2025-02-23,2025-02-26,2025-02-27,9.65,349033024139958,AX,2
914,50,174,2025-04-28,2025-04-29,2025-04-30,6.91,349960718652209,AX,5
915,129,768,2024-07-08,2024-07-13,2024-07-14,3.43,4856118289235818,VS,5
916,762,531,2024-10-24,2024-10-30,2024-10-31,6.30,340964545606687,AX,2
917,864,837,2024-05-18,2024-05-23,2024-05-24,7.02,4595618726165303,VS,2
918,185,1070,2024-07-05,2024-07-06,2024-07-07,8.04,4719555147216166,VS,5
919,188,897,2024-06-29,2024-07-03,2024-07-04,8.63,5593963087371051,MC,1
920,958,45,2024-11-01,2024-11-07,2024-11-08,7.31,5286031423353145,MC,3
921,221,22,2024-12-11,2024-12-13,2024-12-14,7.41,4627246622141896,VS,2
922,66,733,2024-12-27,2024-12-29,2024-12-30,5.44,4483926371028521,VS,2
923,973,709,2024-05-08,2024-05-11,2024-05-12,8.71,5554332203653982,MC,3
924,763,386,2025-06-13,2025-06-18,2025-06-19,9.58,5296143504513343,MC,1
925,194,158,2025-04-22,2025-04-27,2025-04-28,3.38,4782998461464729,VS,5
926,13,287,2025-06-22,2025-06-26,2025-06-27,6.93,344171193358315,AX,2
927,115,54,2024-07-27,2024-08-02,2024-08-03,4.75,377729288521410,AX,4
928,649,754,2024-12-02,2024-12-07,2024-12-08,5.83,5373104042487600,MC,2
929,1191,714,2024-06-29,2024-06-30,2024-07-01,7.01,5365361618953238,MC,1
930,810,379,2024-01-17,2024-01-19,2024-01-20,6.66,4489756337848439,VS,5
931,1082,705,2024-07-10,2024-07-12,2024-07-13,9.08,4447262714257406,VS,3
932,736,50,2024-03-12,2024-03-13,2024-03-14,4.29,345462521505424,AX,5
933,126,981,2024-02-22,2024-02-27,2024-02-28,7.69,4762978078416913,VS,2
934,248,419,2024-05-19,2024-05-23,2024-05-24,3.49,348262694471271,AX,1
935,351,1031,2025-01-18,2025-01-20,2025-01-21,6.61,5328977497941638,MC,5
936,316,1,2025-02-15,2025-02-20,2025-02-21,6.91,5236202649095721,MC,3
937,1053,985,2024-12-30,2025-01-04,2025-01-05,9.30,4789070096414600,VS,2
938,219,155,2024-09-28,2024-10-04,2024-10-05,8.18,5379084905986205,MC,3
939,582,990,2024-12-25,2024-12-30,2024-12-31,3.59,341151478385753,AX,2
940,252,295,2025-04-02,2025-04-06,2025-04-07,6.04,5375621718166590,MC,3
941,399,101,2024-03-03,2024-03-04,2024-03-05,3.65,4698359260712317,VS,3
942,739,777,2025-01-18,2025-01-20,2025-01-21,3.55,4114241605981165,VS,4
943,375,1,2024-04-13,2024-04-17,2024-04-18,7.26,371769447799144,AX,2
944,322,685,2025-01-29,2025-02-03,2025-02-04,8.88,345783534712403,AX,5
945,213,702,2025-01-03,2025-01-04,2025-01-05,10.99,349644804069725,AX,3
946,559,944,2025-02-12,2025-02-13,2025-02-14,6.21,345619927113204,AX,5
947,630,1097,2025-06-24,2025-06-28,2025-06-29,6.89,347684940296289,AX,5
948,418,411,2024-01-09,2024-01-11,2024-01-12,8.53,5374954757206133,MC,1
949,881,358,2024-11-03,2024-11-05,2024-11-06,4.71,5158391626957805,MC,2
950,763,96,2025-04-27,2025-04-30,2025-05-01,8.12,4077647769808924,VS,2
951,705,920,2025-03-03,2025-03-07,2025-03-08,4.21,379439530704492,AX,3
952,829,1043,2025-06-09,2025-06-10,2025-06-11,4.25,4355395651061105,VS,3
953,167,316,2024-04-07,2024-04-12,2024-04-13,4.35,5539169973113417,MC,3
954,275,870,2024-02-21,2024-02-22,2024-02-23,5.45,4356925933366417,VS,2
955,1091,93,2024-08-12,2024-08-14,2024-08-15,9.63,4292622977340663,VS,4
956,348,808,2024-05-13,2024-05-16,2024-05-17,6.93,343452473204377,AX,1
957,715,1084,2024-03-07,2024-03-13,2024-03-14,6.19,5591975960545211,MC,3
958,88,315,2024-01-24,2024-01-26,2024-01-27,6.96,347236406755255,AX,1
959,984,1100,2024-04-07,2024-04-09,2024-04-10,8.20,5293568656518112,MC,1
960,973,838,2024-05-15,2024-05-17,2024-05-18,7.38,341794622152524,AX,1
961,311,206,2024-09-13,2024-09-19,2024-09-20,3.31,378979610686628,AX,2
962,140,839,2024-08-31,2024-09-06,2024-09-07,6.52,4354310544088041,VS,5
963,391,519,2024-06-24,2024-06-29,2024-06-30,5.59,5350496774285025,MC,5
964,422,972,2025-06-19,2025-06-21,2025-06-22,9.13,4417019184507797,VS,1
965,911,1033,2025-05-26,2025-05-29,2025-05-30,11.62,5527908854351157,MC,5
966,70,145,2024-10-04,2024-10-05,2024-10-06,4.21,5455929100551819,MC,2
967,879,1058,2024-09-24,2024-09-30,2024-10-01,6.73,4049229501693428,VS,4
968,733,1073,2024-12-07,2024-12-10,2024-12-11,5.54,4567892955488877,VS,5
969,658,622,2025-03-21,2025-03-24,2025-03-25,7.11,5430859608821077,MC,1
970,1199,574,2025-03-22,2025-03-24,2025-03-25,5.46,5322771224285781,MC,1
971,746,1166,2025-06-20,2025-06-22,2025-06-23,7.29,4819828722879276,VS,2
972,250,420,2025-05-01,2025-05-07,2025-05-08,5.72,5513694745350651,MC,4
973,569,1139,2024-08-16,2024-08-20,2024-08-21,8.79,4953779864121939,VS,3
974,1022,611,2024-05-08,2024-05-11,2024-05-12,7.87,5509960580322630,MC,3
975,777,248,2024-09-26,2024-09-29,2024-09-30,5.80,341985788162259,AX,5
976,164,249,2025-05-27,2025-05-30,2025-05-31,9.06,4897129126588563,VS,5
977,941,728,2024-06-25,2024-06-28,2024-06-29,3.96,4069699444054627,VS,3
978,389,152,2025-05-26,2025-05-27,2025-05-28,6.82,5182072103382502,MC,4
979,251,727,2024-11-27,2024-12-01,2024-12-02,10.44,5258759904042420,MC,5
980,403,1137,2024-04-01,2024-04-05,2024-04-06,3.41,4807692172468584,VS,4
981,15,663,2024-10-17,2024-10-20,2024-10-21,5.11,5354720263007084,MC,5
982,257,654,2024-03-29,2024-03-31,2024-04-01,7.28,5491311782249994,MC,5
983,1028,518,2025-01-14,2025-01-15,2025-01-16,6.53,4038458420787771,VS,5
984,88,959,2025-06-13,2025-06-18,2025-06-19,6.94,341156980075886,AX,2
985,418,366,2024-02-25,2024-02-29,2024-03-01,6.27,4893088869841848,VS,2
986,645,555,2025-06-11,2025-06-16,2025-06-17,5.58,4986884836121812,VS,5
987,831,784,2024-09-02,2024-09-06,2024-09-07,6.17,375762952346741,AX,5
988,1080,734,2024-11-11,2024-11-17,2024-11-18,6.85,373818945676682,AX,4
989,236,513,2024-09-17,2024-09-19,2024-09-20,7.06,5227973625998241,MC,1
990,923,1147,2024-10-16,2024-10-17,2024-10-18,5.63,346356281118564,AX,2
991,313,926,2024-05-25,2024-05-30,2024-05-31,10.68,4682794510255053,VS,1
992,253,634,2024-09-15,2024-09-19,2024-09-20,6.12,375551938578841,AX,2
993,1156,85,2024-08-29,2024-09-04,2024-09-05,9.16,347199739755410,AX,2
994,51,767,2024-05-02,2024-05-08,2024-05-09,4.70,377253156433643,AX,2
995,667,657,2024-01-28,2024-01-31,2024-02-01,4.87,340549126861243,AX,3
996,376,467,2024-04-17,2024-04-19,2024-04-20,4.22,5349032475776892,MC,3
997,487,830,2024-01-05,2024-01-08,2024-01-09,3.24,5321372908805401,MC,4
998,86,457,2024-11-12,2024-11-13,2024-11-14,4.32,4201376508214580,VS,5
999,224,705,2024-04-05,2024-04-08,2024-04-09,5.71,4457971906759684,VS,2
1000,345,8,2025-01-19,2025-01-24,2025-01-25,8.72,379154614162252,AX,2
1001,808,24,2025-02-11,2025-02-12,2025-02-13,3.87,376667229803183,AX,4
1002,647,511,2025-04-03,2025-04-06,2025-04-07,6.68,5133161110025230,MC,1
1003,695,37,2025-04-22,2025-04-25,2025-04-26,11.00,4754247358401172,VS,5
1004,782,604,2025-04-04,2025-04-08,2025-04-09,11.27,379664175733359,AX,3
1005,551,555,2024-11-16,2024-11-18,2024-11-19,9.52,376044172387017,AX,5
1006,537,340,2024-02-15,2024-02-18,2024-02-19,7.48,4692718366937624,VS,1
1007,681,417,2024-04-28,2024-05-03,2024-05-04,5.30,371604236746582,AX,1
1008,929,742,2024-11-17,2024-11-23,2024-11-24,6.29,5354275385130966,MC,3
1009,834,908,2025-01-09,2025-01-15,2025-01-16,11.07,5442780467775204,MC,2
1010,935,980,2024-10-15,2024-10-17,2024-10-18,6.00,5116727989950594,MC,3
1011,1172,550,2024-04-16,2024-04-21,2024-04-22,9.20,4513584154455466,VS,5
1012,62,752,2024-10-11,2024-10-14,2024-10-15,9.36,5247828822518961,MC,1
1013,1078,289,2024-09-04,2024-09-08,2024-09-09,6.58,340943475310517,AX,4
1014,837,1009,2024-12-16,2024-12-22,2024-12-23,9.23,377667336722846,AX,4
1015,176,581,2025-03-03,2025-03-06,2025-03-07,3.45,347668181214599,AX,3
1016,291,517,2025-05-06,2025-05-11,2025-05-12,5.46,5485089022494260,MC,5
1017,324,112,2025-04-25,2025-04-28,2025-04-29,6.25,4774309669550452,VS,2
1018,1028,540,2024-01-21,2024-01-25,2024-01-26,7.45,5290236061088970,MC,4
1019,1021,207,2024-07-09,2024-07-11,2024-07-12,10.82,5546904712709694,MC,4
1020,580,134,2024-01-25,2024-01-29,2024-01-30,5.95,4691312364586315,VS,1
1021,1013,606,2024-09-05,2024-09-11,2024-09-12,6.85,349260772211686,AX,5
1022,814,748,2024-05-30,2024-06-05,2024-06-06,9.00,5567006068236982,MC,2
1023,925,482,2025-01-10,2025-01-15,2025-01-16,8.20,5135647404442668,MC,3
1024,877,736,2025-05-16,2025-05-18,2025-05-19,5.88,4286419808560692,VS,4
1025,791,572,2024-11-12,2024-11-18,2024-11-19,3.76,4457343034369569,VS,1
1026,657,373,2024-07-17,2024-07-19,2024-07-20,3.55,4026493950154709,VS,3
1027,288,902,2025-06-24,2025-06-28,2025-06-29,5.75,4205298833704211,VS,2
1028,1138,544,2024-07-22,2024-07-24,2024-07-25,6.24,5425100728104260,MC,5
1029,11,321,2024-08-15,2024-08-21,2024-08-22,3.44,4151718197343392,VS,2
1030,231,290,2024-09-06,2024-09-07,2024-09-08,6.67,5239898996989008,MC,3
1031,1190,1096,2024-06-05,2024-06-11,2024-06-12,8.47,340001893305539,AX,5
1032,1163,1005,2024-09-18,2024-09-22,2024-09-23,7.08,5451823781242040,MC,2
1033,293,121,2024-02-12,2024-02-18,2024-02-19,5.84,5145205246711422,MC,5
1034,178,511,2024-09-25,2024-10-01,2024-10-02,6.80,4333145989614694,VS,1
1035,85,1158,2024-12-08,2024-12-12,2024-12-13,5.60,5120709171510623,MC,4
1036,359,766,2024-02-24,2024-02-29,2024-03-01,5.22,5441681885870088,MC,1
1037,10,23,2024-07-15,2024-07-18,2024-07-19,6.55,343723837331823,AX,5
1038,234,471,2024-08-09,2024-08-11,2024-08-12,3.70,340476657649348,AX,2
1039,1079,680,2024-03-31,2024-04-04,2024-04-05,5.26,349233196547178,AX,4
1040,361,23,2024-04-25,2024-04-29,2024-04-30,3.54,349754158353980,AX,4
1041,652,1111,2024-04-26,2024-04-30,2024-05-01,6.70,376427802671250,AX,3
1042,1017,699,2024-10-31,2024-11-04,2024-11-05,6.38,5281325052003627,MC,5
1043,1147,1063,2025-05-10,2025-05-11,2025-05-12,9.97,4971048642482536,VS,5
1044,77,551,2025-06-24,2025-06-26,2025-06-27,6.67,5247558665725746,MC,5
1045,1082,219,2024-06-18,2024-06-21,2024-06-22,7.10,5523524608182400,MC,2
1046,322,1083,2024-11-21,2024-11-24,2024-11-25,5.48,4933834288804514,VS,2
1047,76,1061,2024-09-22,2024-09-27,2024-09-28,6.16,344410091052580,AX,4
1048,29,568,2024-11-20,2024-11-21,2024-11-22,3.75,5315126078012729,MC,2
1049,18,965,2024-11-09,2024-11-12,2024-11-13,4.99,371656831564086,AX,1
1050,468,745,2024-02-13,2024-02-18,2024-02-19,9.17,5328164972015278,MC,2
1051,497,740,2024-02-15,2024-02-19,2024-02-20,5.08,372605734936640,AX,5
1052,755,205,2025-06-06,2025-06-09,2025-06-10,7.98,377026351964471,AX,5
1053,1175,727,2024-03-02,2024-03-03,2024-03-04,5.61,349789695210218,AX,3
1054,554,1017,2024-12-29,2025-01-03,2025-01-04,3.34,5179823844628601,MC,4
1055,637,873,2025-03-08,2025-03-12,2025-03-13,6.46,4580355669758394,VS,5
1056,319,264,2025-04-22,2025-04-25,2025-04-26,7.82,5102323352843907,MC,3
1057,445,770,2025-05-18,2025-05-20,2025-05-21,9.35,342265325444022,AX,5
1058,296,1085,2024-04-23,2024-04-25,2024-04-26,3.43,4918624145200477,VS,4
1059,1015,481,2025-02-01,2025-02-03,2025-02-04,10.22,5445256462408413,MC,5
1060,929,366,2025-03-26,2025-03-29,2025-03-30,3.81,4130393192983548,VS,1
1061,511,283,2025-03-07,2025-03-13,2025-03-14,8.50,5182859381704324,MC,5
1062,1135,1113,2024-11-17,2024-11-20,2024-11-21,8.10,345467195213099,AX,2
1063,207,788,2025-05-13,2025-05-17,2025-05-18,8.20,4779940373936852,VS,4
1064,968,21,2025-06-11,2025-06-16,2025-06-17,5.81,5245531425408183,MC,5
1065,352,1196,2025-02-15,2025-02-19,2025-02-20,5.67,345999290744872,AX,5
1066,1197,1034,2024-03-18,2024-03-19,2024-03-20,9.73,345331525847973,AX,3
1067,825,782,2024-11-26,2024-11-27,2024-11-28,6.44,345543659880187,AX,4
1068,309,201,2024-05-31,2024-06-02,2024-06-03,4.33,376094472502558,AX,3
1069,373,78,2025-05-01,2025-05-03,2025-05-04,7.44,370614434238507,AX,1
1070,88,917,2025-04-08,2025-04-12,2025-04-13,4.59,4418311128916802,VS,4
1071,854,986,2024-08-23,2024-08-24,2024-08-25,6.42,377907775209196,AX,5
1072,573,103,2024-06-29,2024-07-01,2024-07-02,7.29,4553435668960342,VS,2
1073,437,610,2024-10-05,2024-10-10,2024-10-11,8.69,373863400251991,AX,2
1074,907,751,2025-03-11,2025-03-15,2025-03-16,8.56,4745920052942315,VS,4
1075,966,756,2024-12-23,2024-12-24,2024-12-25,6.58,5268359798483501,MC,1
1076,13,693,2024-08-13,2024-08-15,2024-08-16,6.46,4376145699095688,VS,3
1077,68,7,2024-12-25,2024-12-31,2025-01-01,6.35,348998145498294,AX,4
1078,122,668,2025-04-27,2025-04-30,2025-05-01,6.49,5266722489286185,MC,2
1079,387,673,2024-11-22,2024-11-25,2024-11-26,10.71,340432937793893,AX,1
1080,776,407,2024-05-09,2024-05-14,2024-05-15,4.70,5483237272965546,MC,3
1081,7,743,2024-07-21,2024-07-27,2024-07-28,3.35,5503074317674140,MC,4
1082,819,674,2025-03-20,2025-03-21,2025-03-22,4.67,4126877934143723,VS,1
1083,343,351,2025-02-27,2025-03-04,2025-03-05,10.95,4143970731131042,VS,3
1084,591,190,2025-03-20,2025-03-25,2025-03-26,6.81,4683111915752339,VS,3
1085,898,372,2024-06-06,2024-06-08,2024-06-09,4.56,379268592322411,AX,5
1086,739,155,2024-08-09,2024-08-11,2024-08-12,5.76,5481956864917050,MC,4
1087,322,694,2024-03-31,2024-04-03,2024-04-04,6.84,348731642243945,AX,5
1088,215,629,2025-01-03,2025-01-06,2025-01-07,7.04,4897173649539977,VS,2
1089,354,632,2025-01-04,2025-01-10,2025-01-11,6.68,5218138555734080,MC,1
1090,998,916,2024-02-13,2024-02-14,2024-02-15,5.14,4973483094028646,VS,1
1091,409,336,2024-07-28,2024-08-03,2024-08-04,4.61,341705714245448,AX,3
1092,1072,450,2024-10-05,2024-10-07,2024-10-08,10.07,348803467959149,AX,1
1093,1120,506,2024-03-05,2024-03-07,2024-03-08,10.59,4942640453080750,VS,2
1094,912,411,2025-01-24,2025-01-28,2025-01-29,6.40,4815661767536959,VS,3
1095,790,726,2024-06-19,2024-06-20,2024-06-21,7.76,5351884133168587,MC,4
1096,123,1023,2024-03-19,2024-03-24,2024-03-25,9.59,5506324852668293,MC,2
1097,340,174,2024-08-10,2024-08-16,2024-08-17,11.48,5441378314513086,MC,2
1098,642,338,2024-10-11,2024-10-16,2024-10-17,5.81,375570904166423,AX,3
1099,624,760,2025-01-21,2025-01-24,2025-01-25,6.81,4266366570130386,VS,3
1100,160,960,2024-03-08,2024-03-09,2024-03-10,8.02,5330826152768679,MC,1
1101,1114,174,2024-01-08,2024-01-12,2024-01-13,7.15,378259235578742,AX,3
1102,654,989,2024-10-21,2024-10-22,2024-10-23,5.46,373226606556283,AX,2
1103,450,393,2025-06-22,2025-06-28,2025-06-29,8.14,4831749517290396,VS,2
1104,245,10,2024-08-10,2024-08-13,2024-08-14,8.50,5168880756139889,MC,3
1105,826,1099,2024-03-23,2024-03-28,2024-03-29,8.04,4607014184210310,VS,4
1106,720,450,2024-10-09,2024-10-12,2024-10-13,6.08,4306514484966550,VS,1
1107,727,320,2025-04-06,2025-04-08,2025-04-09,7.35,377332116960510,AX,2
1108,535,301,2024-10-09,2024-10-11,2024-10-12,6.55,376520061344457,AX,5
1109,853,604,2024-09-24,2024-09-26,2024-09-27,6.45,5502548987665151,MC,4
1110,297,518,2024-02-19,2024-02-20,2024-02-21,6.54,4791347276769198,VS,2
1111,969,651,2025-01-04,2025-01-10,2025-01-11,9.45,345690585619122,AX,3
1112,659,800,2024-11-24,2024-11-30,2024-12-01,5.04,4014392996345069,VS,3
1113,1167,1145,2024-05-08,2024-05-09,2024-05-10,4.62,4416340494555509,VS,5
1114,1018,571,2025-04-22,2025-04-25,2025-04-26,3.29,4968673038543998,VS,1
1115,417,357,2025-05-16,2025-05-20,2025-05-21,6.40,5122588138877233,MC,4
1116,533,304,2024-04-04,2024-04-09,2024-04-10,5.57,4173007085613831,VS,4
1117,810,1095,2025-06-16,2025-06-18,2025-06-19,10.55,5225242348437977,MC,5
1118,840,658,2024-07-19,2024-07-24,2024-07-25,3.28,5583445946270418,MC,1
1119,342,950,2024-03-23,2024-03-24,2024-03-25,3.28,4055657046130536,VS,3
1120,785,871,2024-07-30,2024-08-03,2024-08-04,9.02,5508132061537621,MC,5
1121,855,446,2025-05-03,2025-05-07,2025-05-08,6.70,5275899123714282,MC,3
1122,232,281,2024-09-18,2024-09-19,2024-09-20,3.32,4421326177504465,VS,1
1123,571,643,2024-04-05,2024-04-10,2024-04-11,3.78,4213231320336926,VS,3
1124,477,706,2024-07-26,2024-07-30,2024-07-31,7.72,5161998094326906,MC,1
1125,642,33,2024-10-16,2024-10-20,2024-10-21,5.85,5123109949617334,MC,3
1126,1141,625,2024-02-04,2024-02-06,2024-02-07,3.97,5370616671755837,MC,2
1127,601,238,2024-07-09,2024-07-10,2024-07-11,9.44,5477825059952717,MC,1
1128,289,1171,2025-06-04,2025-06-07,2025-06-08,4.95,5186554663948399,MC,4
1129,630,757,2025-02-12,2025-02-18,2025-02-19,7.34,4383342049289748,VS,4
1130,1153,209,2025-04-22,2025-04-27,2025-04-28,6.57,5407533963303905,MC,4
1131,35,728,2025-01-31,2025-02-04,2025-02-05,6.41,5495770972966415,MC,4
1132,724,360,2024-05-06,2024-05-10,2024-05-11,4.65,4045948578442827,VS,3
1133,1120,257,2025-05-09,2025-05-10,2025-05-11,5.55,5275145177621763,MC,1
1134,913,631,2025-05-07,2025-05-12,2025-05-13,4.65,344437488785829,AX,1
1135,1070,1143,2024-12-18,2024-12-24,2024-12-25,9.16,4020888062825356,VS,4
1136,616,570,2025-02-15,2025-02-18,2025-02-19,8.98,5517641331794185,MC,1
1137,996,1069,2024-07-19,2024-07-25,2024-07-26,4.45,4820002675790477,VS,5
1138,664,1182,2024-11-20,2024-11-26,2024-11-27,9.00,5510044547610192,MC,2
1139,1143,1103,2025-02-19,2025-02-24,2025-02-25,6.96,4113444582269652,VS,2
1140,343,683,2025-01-01,2025-01-05,2025-01-06,9.70,5114493301549239,MC,2
1141,1,838,2024-02-28,2024-03-01,2024-03-02,7.21,5384153417219345,MC,3
1142,736,782,2025-01-14,2025-01-19,2025-01-20,4.84,4742125321066730,VS,5
1143,231,1033,2024-02-06,2024-02-11,2024-02-12,7.13,379955178808576,AX,4
1144,755,367,2024-04-27,2024-05-03,2024-05-04,10.48,377542044031131,AX,1
1145,501,547,2024-03-12,2024-03-18,2024-03-19,8.16,372542034747222,AX,5
1146,741,24,2025-04-07,2025-04-10,2025-04-11,3.96,5183241932928157,MC,3
1147,645,229,2024-05-31,2024-06-06,2024-06-07,3.99,5131513603800293,MC,2
1148,507,527,2024-04-24,2024-04-27,2024-04-28,5.70,4699014475911746,VS,3
1149,1159,1029,2024-06-20,2024-06-24,2024-06-25,6.22,340683579760892,AX,4
1150,901,290,2025-02-24,2025-03-02,2025-03-03,6.90,4514445611464410,VS,2
1151,876,647,2024-04-01,2024-04-03,2024-04-04,6.42,5135161627529805,MC,1
1152,56,204,2024-03-25,2024-03-28,2024-03-29,3.12,345991262948172,AX,3
1153,866,813,2025-05-27,2025-05-29,2025-05-30,6.71,345288488842108,AX,2
1154,612,404,2025-05-05,2025-05-10,2025-05-11,3.92,5154030159571307,MC,4
1155,393,96,2025-02-16,2025-02-21,2025-02-22,6.02,5544369844636275,MC,2
1156,765,142,2024-01-18,2024-01-24,2024-01-25,8.44,345224025674329,AX,4
1157,445,807,2025-03-21,2025-03-23,2025-03-24,6.76,5142766621137193,MC,1
1158,957,393,2025-04-10,2025-04-16,2025-04-17,8.19,4167004939520537,VS,5
1159,1058,66,2024-08-05,2024-08-11,2024-08-12,4.79,5397942509294616,MC,2
1160,116,411,2025-05-11,2025-05-15,2025-05-16,8.95,4885573477607717,VS,1
1161,920,957,2024-11-05,2024-11-09,2024-11-10,3.41,343952392685896,AX,4
1162,105,555,2024-03-29,2024-03-30,2024-03-31,9.61,4748150258696822,VS,2
1163,654,569,2024-10-19,2024-10-21,2024-10-22,8.68,5211483358369684,MC,4
1164,176,710,2024-05-14,2024-05-16,2024-05-17,9.28,347436605601601,AX,2
1165,1163,233,2024-04-04,2024-04-07,2024-04-08,5.80,4727161149890598,VS,1
1166,194,692,2024-11-25,2024-11-30,2024-12-01,6.12,378272274833475,AX,3
1167,1156,103,2025-04-27,2025-05-03,2025-05-04,7.35,378895647093973,AX,4
1168,596,680,2025-03-25,2025-03-31,2025-04-01,5.22,5118874770050262,MC,5
1169,52,922,2024-01-24,2024-01-25,2024-01-26,9.65,5123205993358418,MC,3
1170,516,934,2024-06-06,2024-06-10,2024-06-11,9.80,340741407137019,AX,1
1171,1138,925,2025-03-11,2025-03-14,2025-03-15,4.44,343354994342333,AX,3
1172,940,394,2025-04-03,2025-04-09,2025-04-10,6.29,4895487625310375,VS,5
1173,556,547,2024-10-22,2024-10-28,2024-10-29,4.40,4449961172531789,VS,3
1174,834,965,2024-02-19,2024-02-25,2024-02-26,8.05,5477993067808402,MC,1
1175,208,256,2025-04-10,2025-04-13,2025-04-14,7.53,5109261070737438,MC,1
1176,141,927,2024-02-23,2024-02-28,2024-02-29,4.47,4014412881925819,VS,1
1177,739,736,2025-03-13,2025-03-14,2025-03-15,3.39,5322500555479053,MC,3
1178,355,598,2024-03-09,2024-03-13,2024-03-14,9.18,378704377231926,AX,3
1179,1011,875,2024-11-02,2024-11-04,2024-11-05,6.79,5308842299891741,MC,5
1180,477,105,2025-04-30,2025-05-02,2025-05-03,10.79,5399070960968871,MC,1
1181,229,411,2024-01-28,2024-01-30,2024-01-31,6.15,4902162600477019,VS,3
1182,691,469,2024-03-20,2024-03-23,2024-03-24,5.30,342173221787173,AX,5
1183,308,178,2025-03-15,2025-03-20,2025-03-21,5.24,5138037403397721,MC,4
1184,318,462,2024-01-04,2024-01-07,2024-01-08,9.07,5387133819281646,MC,3
1185,707,912,2024-07-02,2024-07-08,2024-07-09,5.78,5300369065137856,MC,2
1186,240,1182,2025-04-26,2025-05-01,2025-05-02,8.92,5393789050883836,MC,1
1187,57,461,2025-05-12,2025-05-15,2025-05-16,5.37,4032225484777760,VS,3
1188,216,164,2024-03-13,2024-03-16,2024-03-17,10.49,379206503174797,AX,4
1189,639,250,2024-10-17,2024-10-19,2024-10-20,9.33,372243231339204,AX,2
1190,864,1077,2024-01-24,2024-01-26,2024-01-27,5.08,5447316543821268,MC,2
1191,553,140,2025-03-30,2025-04-02,2025-04-03,9.68,372508888101061,AX,2
1192,1124,435,2024-08-25,2024-08-26,2024-08-27,9.78,5485946474392488,MC,2
1193,472,311,2024-01-29,2024-02-02,2024-02-03,6.63,4204051086263454,VS,3
1194,204,138,2024-08-30,2024-08-31,2024-09-01,7.94,5301594974684050,MC,4
1195,523,579,2025-05-12,2025-05-13,2025-05-14,5.84,348306723287359,AX,4
1196,590,1175,2024-05-18,2024-05-22,2024-05-23,7.00,4688331908938580,VS,1
1197,977,526,2025-02-02,2025-02-04,2025-02-05,5.72,4582235667994949,VS,5
1198,833,1144,2024-05-31,2024-06-03,2024-06-04,6.42,4772531446699841,VS,3
1199,404,628,2024-11-14,2024-11-15,2024-11-16,9.39,4435566143658072,VS,3
1200,509,870,2024-02-20,2024-02-23,2024-02-24,5.74,4273228051288271,VS,2
1201,582,674,2024-11-25,2024-11-28,2024-11-29,4.30,349744995754696,AX,4
1202,992,586,2024-11-05,2024-11-06,2024-11-07,6.13,5371935845121910,MC,2
1203,765,946,2024-10-03,2024-10-07,2024-10-08,7.14,4585891711203831,VS,3
1204,941,101,2025-02-27,2025-03-01,2025-03-02,3.58,4084100819561046,VS,2
1205,397,225,2024-05-01,2024-05-05,2024-05-06,8.13,377722996709595,AX,2
1206,552,117,2024-03-16,2024-03-22,2024-03-23,5.55,5362447617709598,MC,5
1207,975,665,2024-11-22,2024-11-25,2024-11-26,6.65,343853078663533,AX,1
1208,57,716,2024-03-04,2024-03-10,2024-03-11,4.03,349055273190660,AX,4
1209,876,351,2024-06-18,2024-06-20,2024-06-21,10.89,377049741541277,AX,2
1210,205,210,2025-02-01,2025-02-05,2025-02-06,11.17,4202501323593434,VS,4
1211,369,1197,2024-12-05,2024-12-10,2024-12-11,3.66,5262967123507747,MC,2
